Match,Time,Result,Player,Team,Opponent,X ball,Y ball,X player,Y player,Game State,Crossed?,Not from Cross,Indirectly from Cross,Directly from Cross
Match 54,49:7,Off Target,Lenny Rodrigues,FC Pune City,Atlético de Kolkata,3.0,34.0,30.0,35.0,0,Not from Cross,1,0,0
Match 54,55:53,Off Target,Anibal Rodriguez,FC Pune City,Atlético de Kolkata,3.0,38.0,13.0,37.0,0,Not from Cross,1,0,0
Match 54,62:56,Off Target,Pitu,FC Pune City,Atlético de Kolkata,6.0,31.0,25.0,47.0,0,Not from Cross,1,0,0
Match 54,65:17,On Target,Momar Ndoye,FC Pune City,Atlético de Kolkata,8.0,41.0,25.0,46.0,0,Not from Cross,1,0,0
Match 54,69:4,Off Target,Jonatan Lucca,FC Pune City,Atlético de Kolkata,6.0,28.0,28.0,47.0,0,Not from Cross,1,0,0
Match 54,72:52,On Target,Dramane Traore,FC Pune City,Atlético de Kolkata,7.0,34.0,26.0,29.0,0,Not from Cross,1,0,0
Match 54,73:56,Off Target,Sanju Pradhan,FC Pune City,Atlético de Kolkata,3.0,40.0,20.0,26.0,0,Not from Cross,1,0,0
Match 54,78:21,On Target,Stephen Pearson,Atlético de Kolkata,FC Pune City,4.0,33.0,16.0,40.0,0,Not from Cross,1,0,0
Match 54,78:31,Off Target,Juan Belencoso,Atlético de Kolkata,FC Pune City,2.0,25.0,12.0,33.0,0,Not from Cross,1,0,0
Match 54,88:36,Off Target,Juan Belencoso,Atlético de Kolkata,FC Pune City,2.0,26.0,9.0,24.0,0,Not from Cross,1,0,0
Match 54,90:5,On Target,Pitu,FC Pune City,Atlético de Kolkata,6.0,39.0,30.0,51.0,0,Not from Cross,1,0,0
Match 54,92:0,Off Target,Iain Hume,Atlético de Kolkata,FC Pune City,2.0,40.0,9.0,28.0,0,Directly from Cross,0,0,1
Match 55,22:4,On Target,Diego Forlán,Mumbai City FC,Delhi Dynamos FC,6.0,40.0,7.0,53.0,0,Not from Cross,1,0,0
Match 55,22:42,Off Target,Otacilio Alves,Mumbai City FC,Delhi Dynamos FC,3.0,42.0,24.0,21.0,0,Not from Cross,1,0,0
Match 55,24:55,Off Target,Diego Forlán,Mumbai City FC,Delhi Dynamos FC,3.0,30.0,28.0,28.0,0,Not from Cross,1,0,0
Match 55,36:28,Off Target,Krisztián Vadócz,Mumbai City FC,Delhi Dynamos FC,4.0,45.0,29.0,32.0,0,Not from Cross,1,0,0
Match 55,39:48,Off Target,Bruno Pelissari,Delhi Dynamos FC,Mumbai City FC,0.0,34.0,10.0,57.0,0,Not from Cross,1,0,0
Match 55,45:0,On Target,Sehnaj Singh,Mumbai City FC,Delhi Dynamos FC,5.0,35.0,14.0,23.0,0,Not from Cross,1,0,0
Match 55,46:0,Off Target,Lucian Goian,Mumbai City FC,Delhi Dynamos FC,3.0,38.0,12.0,37.0,0,Not from Cross,1,0,0
Match 55,57:21,Off Target,Kean Lewis,Delhi Dynamos FC,Mumbai City FC,3.0,30.0,28.0,48.0,0,Not from Cross,1,0,0
Match 55,70:15,Off Target,Badara Badji,Delhi Dynamos FC,Mumbai City FC,3.0,27.0,28.0,49.0,0,Not from Cross,1,0,0
Match 55,72:9,Off Target,Otacilio Alves,Mumbai City FC,Delhi Dynamos FC,2.0,32.0,28.0,25.0,0,Not from Cross,1,0,0
Match 55,72:46,Off Target,Bruno Pelissari,Delhi Dynamos FC,Mumbai City FC,5.0,33.0,32.0,32.0,0,Not from Cross,1,0,0
Match 55,74:51,Off Target,Florent Malouda,Delhi Dynamos FC,Mumbai City FC,4.0,31.0,27.0,50.0,0,Not from Cross,1,0,0
Match 55,78:58,On Target,Sony Norde,Mumbai City FC,Delhi Dynamos FC,3.0,32.0,17.0,37.0,0,Not from Cross,1,0,0
Match 55,89:38,Off Target,Udanta Singh,Mumbai City FC,Delhi Dynamos FC,1.0,26.0,17.0,22.0,0,Not from Cross,1,0,0
Match 56,4:56,On Target,Duckens Nazon,Kerala Blasters FC,NorthEast United FC,7.0,41.0,11.0,51.0,0,Not from Cross,1,0,0
Match 56,18:50,On Target,Seityasen Singh,NorthEast United FC,Kerala Blasters FC,4.0,32.0,23.0,26.0,0,Not from Cross,1,0,0
Match 56,22:30,Off Target,Koffi N'dri,NorthEast United FC,Kerala Blasters FC,2.0,39.0,23.0,42.0,0,Not from Cross,1,0,0
Match 56,23:48,Off Target,Rowllin Borges,NorthEast United FC,Kerala Blasters FC,2.0,26.0,23.0,42.0,0,Not from Cross,1,0,0
Match 56,34:38,Off Target,Koffi N'dri,NorthEast United FC,Kerala Blasters FC,0.0,30.0,22.0,16.0,0,Not from Cross,1,0,0
Match 56,46:0,Off Target,Seityasen Singh,NorthEast United FC,Kerala Blasters FC,2.0,25.0,21.0,30.0,0,Not from Cross,1,0,0
Match 56,47:2,Off Target,Seityasen Singh,NorthEast United FC,Kerala Blasters FC,2.0,34.0,19.0,27.0,0,Not from Cross,1,0,0
Match 56,60:5,On Target,Emiliano Alfaro,NorthEast United FC,Kerala Blasters FC,7.0,37.0,17.0,30.0,0,Not from Cross,1,0,0
Match 56,66:19,On Target,CK Vineeth,Kerala Blasters FC,NorthEast United FC,2.0,30.0,22.0,42.0,0,Not from Cross,1,0,0
Match 56,66:19,Goal,CK Vineeth,Kerala Blasters FC,NorthEast United FC,2.0,30.0,22.0,41.0,1,Not from Cross,1,0,0
Match 56,69:1,On Target,Kervens Belfort,Kerala Blasters FC,NorthEast United FC,4.0,32.0,21.0,26.0,1,Not from Cross,1,0,0
Match 56,70:5,Off Target,Mailson Alves,NorthEast United FC,Kerala Blasters FC,3.0,39.0,9.0,44.0,-1,Not from Cross,1,0,0
Match 56,72:38,On Target,Kervens Belfort,Kerala Blasters FC,NorthEast United FC,5.0,36.0,12.0,40.0,1,Not from Cross,1,0,0
Match 56,75:41,On Target,Antonio German,Kerala Blasters FC,NorthEast United FC,4.0,32.0,21.0,31.0,1,Indirectly from Cross,0,1,0
Match 56,78:0,Off Target,Robert Cullen,NorthEast United FC,Kerala Blasters FC,5.0,43.0,29.0,39.0,-1,Not from Cross,1,0,0
Match 56,80:57,On Target,CK Vineeth,Kerala Blasters FC,NorthEast United FC,6.0,35.0,23.0,39.0,1,Not from Cross,1,0,0
Match 56,81:49,On Target,Mailson Alves,NorthEast United FC,Kerala Blasters FC,5.0,35.0,13.0,38.0,-1,Not from Cross,1,0,0
Match 56,84:3,Off Target,Seityasen Singh,NorthEast United FC,Kerala Blasters FC,2.0,38.0,31.0,37.0,-1,Not from Cross,1,0,0
Match 56,84:57,Off Target,Emiliano Alfaro,NorthEast United FC,Kerala Blasters FC,5.0,45.0,27.0,42.0,-1,Not from Cross,1,0,0
Match 56,87:4,On Target,Antonio German,Kerala Blasters FC,NorthEast United FC,2.0,30.0,22.0,42.0,1,Not from Cross,1,0,0
Match 56,87:45,On Target,Mohammed Rafi,Kerala Blasters FC,NorthEast United FC,3.0,32.0,9.0,33.0,1,Not from Cross,1,0,0
Match 56,89:35,Off Target,Ishfaq Ahmed,Kerala Blasters FC,NorthEast United FC,0.0,30.0,23.0,21.0,1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,3:7,On Target,Lalrindika Ralte,Atlético de Kolkata,Mumbai City FC,5.0,35.0,13.0,42.0,0,Directly from Cross,0,0,1
Semi-Final 1 - 1st Leg,3:8,Goal,Lalrindika Ralte,Atlético de Kolkata,Mumbai City FC,5.0,35.0,13.0,40.0,1,Indirectly from Cross,0,1,0
Semi-Final 1 - 1st Leg,10:44,On Target,Léo Costa,Mumbai City FC,Atlético de Kolkata,2.0,35.0,13.0,18.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,10:44,Goal,Léo Costa,Mumbai City FC,Atlético de Kolkata,2.0,35.0,14.0,19.0,0,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,19:34,On Target,Gerson Vieira,Mumbai City FC,Atlético de Kolkata,1.0,30.0,9.0,31.0,0,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,19:34,Goal,Gerson Vieira,Mumbai City FC,Atlético de Kolkata,1.0,31.0,9.0,32.0,1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,21:27,Off Target,Borja Fernández,Atlético de Kolkata,Mumbai City FC,3.0,34.0,30.0,30.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,29:58,On Target,Sameehg Doutie,Atlético de Kolkata,Mumbai City FC,7.0,37.0,20.0,25.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,39:22,On Target,Iain Hume,Atlético de Kolkata,Mumbai City FC,4.0,35.0,17.0,46.0,-1,Indirectly from Cross,0,1,0
Semi-Final 1 - 1st Leg,39:22,Goal,Iain Hume,Atlético de Kolkata,Mumbai City FC,5.0,34.0,15.0,45.0,0,Indirectly from Cross,0,1,0
Semi-Final 1 - 1st Leg,43:18,Off Target,Léo Costa,Mumbai City FC,Atlético de Kolkata,-1.0,25.0,26.0,38.0,0,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,45:25,On Target,Diego Forlán,Mumbai City FC,Atlético de Kolkata,5.0,32.0,29.0,40.0,0,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,48:0,On Target,Iain Hume,Atlético de Kolkata,Mumbai City FC,4.0,35.0,17.0,38.0,0,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,49:41,Off Target,Sunil Chhetri,Mumbai City FC,Atlético de Kolkata,2.0,43.0,17.0,40.0,-1,Directly from Cross,0,0,1
Semi-Final 1 - 1st Leg,53:25,On Target,Iain Hume,Atlético de Kolkata,Mumbai City FC,4.0,30.0,9.0,30.0,1,Indirectly from Cross,0,1,0
Semi-Final 1 - 1st Leg,56:38,Off Target,Léo Costa,Mumbai City FC,Atlético de Kolkata,3.0,30.0,18.0,46.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,58:58,On Target,Léo Costa,Mumbai City FC,Atlético de Kolkata,7.0,33.0,20.0,23.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,59:40,Off Target,Iain Hume,Atlético de Kolkata,Mumbai City FC,2.0,27.0,5.0,27.0,1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,61:46,On Target,Diego Forlán,Mumbai City FC,Atlético de Kolkata,6.0,35.0,37.0,52.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,67:48,Off Target,Lalrindika Ralte,Atlético de Kolkata,Mumbai City FC,0.0,39.0,17.0,41.0,1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,72:19,Off Target,Diego Forlán,Mumbai City FC,Atlético de Kolkata,3.0,45.0,27.0,53.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,78:7,On Target,Sameehg Doutie,Atlético de Kolkata,Mumbai City FC,4.0,31.0,21.0,32.0,1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,84:9,Off Target,Matías Defederico,Mumbai City FC,Atlético de Kolkata,2.0,30.0,27.0,55.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 1st Leg,94:0,Off Target,Iain Hume,Atlético de Kolkata,Mumbai City FC,0.0,41.0,16.0,20.0,1,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,1:59,On Target,Kean Lewis,Delhi Dynamos FC,Kerala Blasters FC,12.0,37.0,17.0,38.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,2:50,Off Target,CK Vineeth,Kerala Blasters FC,Delhi Dynamos FC,3.0,32.0,16.0,26.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,25:59,On Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,4.0,28.0,17.0,9.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,30:50,Off Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,2.0,25.0,29.0,42.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,35:41,On Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,4.0,29.0,8.0,16.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,43:22,On Target,Duckens Nazon,Kerala Blasters FC,Delhi Dynamos FC,13.0,41.0,17.0,43.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,43:51,Off Target,Duckens Nazon,Kerala Blasters FC,Delhi Dynamos FC,4.0,31.0,15.0,32.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,51:55,Off Target,Aaron Hughes,Kerala Blasters FC,Delhi Dynamos FC,0.0,26.0,21.0,33.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,64:8,On Target,Duckens Nazon,Kerala Blasters FC,Delhi Dynamos FC,3.0,30.0,5.0,17.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,65:1,On Target,Kervens Belfort,Kerala Blasters FC,Delhi Dynamos FC,2.0,35.0,13.0,39.0,0,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,65:1,Goal,Kervens Belfort,Kerala Blasters FC,Delhi Dynamos FC,1.0,35.0,10.0,39.0,1,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,68:57,On Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,8.0,38.0,27.0,28.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,75:26,On Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,5.0,35.0,11.0,42.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,75:56,Off Target,Souvik C'kraborty,Delhi Dynamos FC,Kerala Blasters FC,2.0,30.0,32.0,53.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,84:41,On Target,CK Vineeth,Kerala Blasters FC,Delhi Dynamos FC,5.0,30.0,11.0,18.0,1,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,88:51,Off Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,3.0,50.0,29.0,23.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 1st Leg,90:0,Off Target,M'wmzuala,Delhi Dynamos FC,Kerala Blasters FC,4.0,30.0,29.0,39.0,-1,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,6:59,On Target,Sunil Chhetri,Mumbai City FC,Atlético de Kolkata,8.0,34.0,14.0,30.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,8:10,Off Target,Léo Costa,Mumbai City FC,Atlético de Kolkata,4.0,47.0,32.0,44.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,11:53,Off Target,Borja Fernández,Atlético de Kolkata,Mumbai City FC,0.0,44.0,26.0,25.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,15:21,Off Target,Javier Grande,Atlético de Kolkata,Mumbai City FC,1.0,38.0,6.0,47.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,17:13,Off Target,Lucian Goian,Mumbai City FC,Atlético de Kolkata,2.0,51.0,28.0,49.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,29:13,On Target,Lalrindika Ralte,Atlético de Kolkata,Mumbai City FC,8.0,33.0,12.0,32.0,0,Indirectly from Cross,0,1,0
Semi-Final 1 - 2nd Leg,40:50,Off Target,Krisztián Vadócz,Mumbai City FC,Atlético de Kolkata,3.0,46.0,12.0,41.0,0,Indirectly from Cross,0,1,0
Semi-Final 1 - 2nd Leg,45:0,On Target,Gerson Vieira,Mumbai City FC,Atlético de Kolkata,8.0,35.0,31.0,45.0,0,Directly from Cross,0,0,1
Semi-Final 1 - 2nd Leg,47:0,Off Target,Matías Defederico,Mumbai City FC,Atlético de Kolkata,2.0,41.0,26.0,26.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,46:56,Off Target,Sony Norde,Mumbai City FC,Atlético de Kolkata,1.0,41.0,21.0,41.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,47:38,Off Target,Matías Defederico,Mumbai City FC,Atlético de Kolkata,4.0,25.0,16.0,16.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,49:39,Off Target,Sehnaj Singh,Mumbai City FC,Atlético de Kolkata,0.0,43.0,22.0,15.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,63:7,Off Target,Lucian Goian,Mumbai City FC,Atlético de Kolkata,0.0,23.0,27.0,35.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,64:9,Off Target,Léo Costa,Mumbai City FC,Atlético de Kolkata,1.0,40.0,23.0,43.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,69:13,Off Target,Lucian Goian,Mumbai City FC,Atlético de Kolkata,0.0,26.0,8.0,31.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,76:26,Off Target,Stephen Pearson,Atlético de Kolkata,Mumbai City FC,2.0,31.0,10.0,46.0,0,Directly from Cross,0,0,1
Semi-Final 1 - 2nd Leg,82:45,Off Target,Matías Defederico,Mumbai City FC,Atlético de Kolkata,-1.0,25.0,26.0,32.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,84:18,Off Target,Lalrindika Ralte,Atlético de Kolkata,Mumbai City FC,2.0,32.0,30.0,32.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,86:6,Off Target,Lalrindika Ralte,Atlético de Kolkata,Mumbai City FC,4.0,31.0,18.0,52.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,88:23,Off Target,Jackichand Singh,Mumbai City FC,Atlético de Kolkata,0.0,27.0,10.0,18.0,0,Not from Cross,1,0,0
Semi-Final 1 - 2nd Leg,89:37,Off Target,Sunil Chhetri,Mumbai City FC,Atlético de Kolkata,-1.0,32.0,10.0,32.0,0,Indirectly from Cross,0,1,0
Semi-Final 1 - 2nd Leg,90:0,On Target,Lucian Goian,Mumbai City FC,Atlético de Kolkata,6.0,33.0,17.0,39.0,0,Directly from Cross,0,0,1
Semi-Final 1 - 2nd Leg,91:0,On Target,Lucian Goian,Mumbai City FC,Atlético de Kolkata,5.0,30.0,26.0,41.0,0,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,21:14,On Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,6.0,37.0,15.0,35.0,0,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,21:14,Goal,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,5.0,37.0,16.0,35.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,24:12,On Target,Duckens Nazon,Kerala Blasters FC,Delhi Dynamos FC,2.0,30.0,18.0,33.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,24:12,Goal,Duckens Nazon,Kerala Blasters FC,Delhi Dynamos FC,2.0,30.0,18.0,34.0,0,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,34:8,Off Target,Didier Kadio,Kerala Blasters FC,Delhi Dynamos FC,0.0,40.0,24.0,29.0,0,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,41:31,On Target,Richard Gadze,Delhi Dynamos FC,Kerala Blasters FC,7.0,35.0,27.0,47.0,0,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,45:0,Off Target,Duckens Nazon,Kerala Blasters FC,Delhi Dynamos FC,1.0,40.0,26.0,34.0,0,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,47:0,Off Target,Marcos Tébar,Delhi Dynamos FC,Kerala Blasters FC,1.0,37.0,29.0,32.0,0,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,51:0,On Target,Rubén Rocha,Delhi Dynamos FC,Kerala Blasters FC,4.0,35.0,10.0,37.0,0,Directly from Cross,0,0,1
Semi-Final 2 - 2nd Leg,51:0,Goal,Rubén Rocha,Delhi Dynamos FC,Kerala Blasters FC,4.0,35.0,11.0,37.0,1,Directly from Cross,0,0,1
Semi-Final 2 - 2nd Leg,53:19,Off Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,0.0,26.0,9.0,25.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,59:13,On Target,Rubén Rocha,Delhi Dynamos FC,Kerala Blasters FC,3.0,32.0,10.0,25.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,68:25,Off Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,-1.0,33.0,29.0,23.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,70:58,Off Target,CK Vineeth,Kerala Blasters FC,Delhi Dynamos FC,3.0,30.0,9.0,31.0,-1,Directly from Cross,0,0,1
Semi-Final 2 - 2nd Leg,71:53,Off Target,Antonio German,Kerala Blasters FC,Delhi Dynamos FC,2.0,35.0,29.0,47.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,78:28,On Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,3.0,32.0,10.0,28.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,81:46,Off Target,Emerson Moura,Delhi Dynamos FC,Kerala Blasters FC,0.0,22.0,30.0,29.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,84:55,Off Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,4.0,64.0,6.0,18.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,89:32,Off Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,-1.0,33.0,7.0,24.0,1,Indirectly from Cross,0,1,0
Semi-Final 2 - 2nd Leg,90:0,On Target,Kervens Belfort,Kerala Blasters FC,Delhi Dynamos FC,6.0,38.0,11.0,40.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,91:0,Off Target,Antonio German,Kerala Blasters FC,Delhi Dynamos FC,3.0,54.0,30.0,32.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,91:12,Off Target,Antonio German,Kerala Blasters FC,Delhi Dynamos FC,0.0,21.0,10.0,43.0,-1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,92:57,On Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,7.0,39.0,18.0,52.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,92:59,Off Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,2.0,40.0,21.0,36.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,99:46,On Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,7.0,40.0,21.0,45.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,103:17,On Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,8.0,35.0,11.0,27.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,108:58,Off Target,Emerson Moura,Delhi Dynamos FC,Kerala Blasters FC,0.0,41.0,25.0,35.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,110:52,Off Target,Emerson Moura,Delhi Dynamos FC,Kerala Blasters FC,0.0,22.0,25.0,32.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,117:43,On Target,Bruno Pelissari,Delhi Dynamos FC,Kerala Blasters FC,4.0,33.0,26.0,42.0,1,Not from Cross,1,0,0
Semi-Final 2 - 2nd Leg,119:53,Off Target,Bruno Pelissari,Delhi Dynamos FC,Kerala Blasters FC,2.0,40.0,28.0,33.0,1,Not from Cross,1,0,0
Final,10:15,On Target,Mohammed Rafi,Kerala Blasters FC,Atlético de Kolkata,12.0,44.0,18.0,49.0,0,Not from Cross,1,0,0
Final,14:58,Off Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,1.0,39.0,15.0,40.0,0,Not from Cross,1,0,0
Final,17:42,On Target,Sameehg Doutie,Atlético de Kolkata,Kerala Blasters FC,4.0,29.0,8.0,16.0,0,Not from Cross,1,0,0
Final,21:26,Off Target,Kervens Belfort,Kerala Blasters FC,Atlético de Kolkata,2.0,35.0,29.0,28.0,0,Not from Cross,1,0,0
Final,22:11,Off Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,-1.0,41.0,25.0,24.0,0,Not from Cross,1,0,0
Final,23:20,Off Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,0.0,24.0,18.0,30.0,0,Not from Cross,1,0,0
Final,27:19,Off Target,Lalrindika Ralte,Atlético de Kolkata,Kerala Blasters FC,0.0,40.0,22.0,36.0,0,Not from Cross,1,0,0
Final,35:34,On Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,3.0,34.0,6.0,47.0,0,Not from Cross,1,0,0
Final,36:51,On Target,CK Vineeth,Kerala Blasters FC,Atlético de Kolkata,7.0,35.0,27.0,28.0,0,Not from Cross,1,0,0
Final,37:51,On Target,Mohammed Rafi,Kerala Blasters FC,Atlético de Kolkata,4.0,36.0,11.0,39.0,0,Not from Cross,1,0,0
Final,37:51,Goal,Mohammed Rafi,Kerala Blasters FC,Atlético de Kolkata,4.0,35.0,11.0,40.0,1,Not from Cross,1,0,0
Final,44:22,On Target,Henrique Sereno,Atlético de Kolkata,Kerala Blasters FC,2.0,35.0,8.0,32.0,-1,Not from Cross,1,0,0
Final,44:22,Goal,Henrique Sereno,Atlético de Kolkata,Kerala Blasters FC,2.0,35.0,9.0,30.0,0,Not from Cross,1,0,0
Final,48:57,Off Target,Kervens Belfort,Kerala Blasters FC,Atlético de Kolkata,0.0,17.0,12.0,45.0,0,Not from Cross,1,0,0
Final,64:57,On Target,Duckens Nazon,Kerala Blasters FC,Atlético de Kolkata,5.0,33.0,26.0,44.0,0,Not from Cross,1,0,0
Final,66:56,On Target,Hélder Postiga,Atlético de Kolkata,Kerala Blasters FC,7.0,34.0,31.0,27.0,0,Not from Cross,1,0,0
Final,76:58,Off Target,Duckens Nazon,Kerala Blasters FC,Atlético de Kolkata,0.0,40.0,15.0,42.0,0,Not from Cross,1,0,0
Final,81:3,Off Target,Lalrindika Ralte,Atlético de Kolkata,Kerala Blasters FC,3.0,31.0,24.0,51.0,0,Not from Cross,1,0,0
Final,86:49,Off Target,Borja Fernández,Atlético de Kolkata,Kerala Blasters FC,3.0,46.0,27.0,35.0,0,Not from Cross,1,0,0
